kanji,furigana,meaning,tags,guid,romaji,hanviet
笛,ふえ,"flute, whistle",JLPT JLPT_2 JLPT_3,j~98+xAGu/,fue,ĐỊCH
不可,ふか,"wrong, bad, impossible",JLPT JLPT_2 JLPT_3,c4*Ann{K[p,fuka,BẤT KHẢ
深まる,ふかまる,to deepen,JLPT JLPT_2 JLPT_3,nFYj_QbHY$,fukamaru,THÂM
武器,ぶき,"weapon, arms",JLPT JLPT_2 JLPT_3,"k{:ASZ}`4,",buki,VŨ KHÍ
拭く,ふく,"to wipe, to dry",JLPT JLPT_2 JLPT_3,C+1a]]!)6B,fuku,THỨC
服装,ふくそう,"clothes, attire",JLPT JLPT_2 JLPT_3,zfH3Izi6=g,fukusou,PHỤC TRANG
含む,ふくむ,"to contain, to include",JLPT JLPT_2 JLPT_3,qU@`!oQ_~},fukumu,HÀM
含める,ふくめる,to include,JLPT JLPT_2 JLPT_3,Lp<OS_$:v^,fukumeru,HÀM
袋,ふくろ,"bag, sack",JLPT JLPT_2 JLPT_3,fF&Fkk&[N(,fukuro,ĐẠI
不幸,ふこう,"unhappiness, sorrow, misfortune",JLPT JLPT_2 JLPT_3,n27gAU4MS<,fukou,BẤT HẠNH
節,ふし,"tune, tone, knob",JLPT JLPT_2 JLPT_3,meTR#p8LaO,fushi,TIẾT
無事,ぶじ,"safety, peace",JLPT JLPT_2 JLPT_3,c|X1eKToE(,buji,VÔ SỰ
不思議,ふしぎ,"mystery, curiosity",JLPT JLPT_2 JLPT_3,i2aoaA[Rbt,fushigi,BẤT TƯ NGHỊ
不自由,ふじゆう,"discomfort, disability, inconvenience",JLPT JLPT_2 JLPT_3,OXxKs56cIo,fujiyuu,BẤT TỰ DO
夫人,ふじん,"wife, Mrs, madam",JLPT JLPT_2 JLPT_3,"L,Jr>b/Q=,",fujin,PHU NHÂN
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,MGNGYZeM?*,fujin,
不正,ふせい,"injustice, unfairness",JLPT JLPT_2 JLPT_3,J.&5HDb8II,fusei,BẤT CHÁNH
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",JLPT JLPT_2 JLPT_3,O_+;lEJg#],fusegu,PHÒNG
不足,ふそく,"insufficiency, shortage",JLPT JLPT_2 JLPT_3,Ip|9ih@[9P,fusoku,BẤT TÚC
舞台,ぶたい,stage (theater),JLPT JLPT_2 JLPT_3,rkMf{ZSRD@,butai,VŨ THAI
双子,ふたご,"twins, a twin",JLPT JLPT_2 JLPT_3,Bb6Pii78=4,futago,SONG TỬ
再び,ふたたび,"again, once more, a second time",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,C$(!v<U~%+,futatabi,TÁI
普段,ふだん,"in everyday situations, usually, ordinarily",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,scK7$1)*7n,fudan,PHỔ ĐOẠN
縁,ふち,"edge, rim",JLPT JLPT_2 JLPT_3,Nc2^vNEcht,fuchi,DUYÊN
打つ,ぶつ,"to hit, to strike",JLPT JLPT_2 JLPT_3,rp}j9GjVWq,butsu,ĐẢ
不通,ふつう,"blockade, interruption, stoppage",JLPT JLPT_2 JLPT_3,qN|Fjh.;To,futsuu,BẤT THÔNG
物価,ぶっか,(commodity/consumer) prices,JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki,ihU<14Ch9m,bukka,VẬT GIÁ
ぶつかる,ぶつかる,"to strike, to collide with",JLPT JLPT_2 JLPT_3,l|QjAIGc3_,butsukaru,
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",JLPT JLPT_2 JLPT_3,F|EgJ%pFG_,butsukeru,
物質,ぶっしつ,"material, substance",JLPT JLPT_2 JLPT_3,Au^iDD.N(f,busshitsu,VẬT CHẤT
物理,ぶつり,physics,JLPT JLPT_2 JLPT_3,vOwM[uj*81,butsuri,VẬT LÍ
筆,ふで,writing brush,JLPT JLPT_2 JLPT_3,AAA2r[Yuck,fude,BÚT
ふと,ふと,"suddenly, accidentally, incidentally",JLPT JLPT_2 JLPT_3,ueC<>j12PB,futo,
部分,ぶぶん,"portion, section, part",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,"iSJ`*:5M,+",bubun,BỘ PHÂN
不平,ふへい,"complaint, discontent, dissatisfaction",JLPT JLPT_2 JLPT_3,xl2t9%M;*h,fuhei,BẤT BÌNH
不満,ふまん,"dissatisfaction, discontent, complaints",JLPT JLPT_2 JLPT_3,I5+Cu{SM(2,fuman,BẤT MÃN
増やす,ふやす,"to increase (v.t.), to add to",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,Ar(_{MW+^n,fuyasu,TĂNG
殖やす,ふやす,"to increase, to add to",JLPT JLPT_2 JLPT_3,yaa{zbSv|8,fuyasu,THỰC
プラス,プラス,plus,JLPT JLPT_2 JLPT_3,IhKRA}1l&s,purasu,
プラスチック,プラスチック,plastic,JLPT JLPT_2 JLPT_3,fkV!PD4#0R,purasuchikku,
プラン,プラン,plan,JLPT JLPT_2 JLPT_3,E)+h>:kQ+P,puran,
不利,ふり,"disadvantage, drawback",JLPT JLPT_2 JLPT_3,uWj1Y*sKn!,furi,BẤT LỢI
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",JLPT JLPT_2 JLPT_3,"re,?~GZ/4O",furu,CHẤN
震える,ふるえる,"to shiver, to shake, to quake",JLPT JLPT_2 JLPT_3,"E(?h_-A^M,",furueru,CHẤN
ブレーキ,ブレーキ,a brake,JLPT JLPT_2 JLPT_3,J$]6GJ*G:F,bureeki,
触れる,ふれる,"to touch, to feel, to violate",JLPT JLPT_2 JLPT_3,GdRl?vrR-7,fureru,XÚC
プロ,プロ,professional,JLPT JLPT_2 JLPT_3,r@c|.GwEZG,puro,
分,ぶん,"dividing, part, segment",JLPT JLPT_2 JLPT_3,B<D}`v5/5#,bun,PHÂN
文,ぶん,sentence,JLPT JLPT_2 JLPT_3,rA-6gilLFb,bun,VĂN
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,u~WAeLx^(1,fun'iki,PHÂN VI KHÍ
分析,ぶんせき,analysis,JLPT JLPT_2 JLPT_3,BW:70ufQAS,bunseki,PHÂN TÍCH
文明,ぶんめい,civilization,JLPT JLPT_2 JLPT_3,sa[`h{Q=[9,bunmei,VĂN MINH
分野,ぶんや,"field, sphere",JLPT JLPT_2 JLPT_3,H9@l-COvuo,bunya,PHÂN DÃ
塀,へい,"wall, fence",JLPT JLPT_2 JLPT_3,b`Q#tC3%LL,hei,BIÊN
平均,へいきん,"equilibrium, balance, average",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,"Ipp8-,$Ihp",heikin,BÌNH QUÂN
平和,へいわ,peace,JLPT JLPT_2 JLPT_3,pDR:k1Uvab,heiwa,BÌNH HÒA
別に,べつに,"(not) particularly, nothing",JLPT JLPT_2 JLPT_3,N>j!Oh:%5^,betsuni,BIỆT
減らす,へらす,"to decrease, to diminish",JLPT JLPT_2 JLPT_3,L|9vM+.g[_,herasu,GIẢM
減る,へる,"to decrease (in size or number), to diminish",JLPT JLPT_2 JLPT_3,M^Mg^hFF~i,heru,GIẢM
ベルト,ベルト,Belt for western clothes,JLPT JLPT_2 JLPT_3,GTcb.}|Giw,beruto,
変化,へんか,"change, variation, shift",JLPT JLPT_2 JLPT_3,j9UWX/@2ih,henka,BIẾN HÓA
ペンキ,ペンキ,paint,JLPT JLPT_2 JLPT_3,DLO8LLG3|x,penki,
変更,へんこう,"change, modification, alteration",JLPT JLPT_2 JLPT_3,bB&QqdWqmy,henkou,BIẾN CANH
ベンチ,ベンチ,bench,JLPT JLPT_2 JLPT_3,"l,WHbG]2JH",benchi,
弁当,べんとう,box lunch,JLPT JLPT_2 JLPT_3,zNBqv(&}s^,bentou,BIỆN ĐƯƠNG
方,ほう,side,JLPT JLPT_2 JLPT_3,gma?L!#ps{,hou,PHƯƠNG
法,ほう,Act (law: the X Act),JLPT JLPT_2 JLPT_3,okCQ@hxlIS,hou,PHÁP
棒,ぼう,"pole, rod, stick",JLPT JLPT_2 JLPT_3,funENr~TQC,bou,BỔNG
冒険,ぼうけん,"risk, venture, adventure",JLPT JLPT_2 JLPT_3,Fyl;77x&X*,bouken,MẠO HIỂM
方向,ほうこう,"direction, course, way",JLPT JLPT_2 JLPT_3,QgNti^#[oD,houkou,PHƯƠNG HƯỚNG
報告,ほうこく,"report, information",JLPT JLPT_2 JLPT_3,y4Y?|#~uOX,houkoku,BÁO CÁO
宝石,ほうせき,"gem, jewel",JLPT JLPT_2 JLPT_3,Dj6XgRBu}x,houseki,BẢO THẠCH
包装,ほうそう,"packing, wrapping",JLPT JLPT_2 JLPT_3,Otsl}ZzWXb,housou,BAO TRANG
豊富,ほうふ,"abundance, plenty",JLPT JLPT_2 JLPT_3,Cs6%u[Qn0$,houfu,PHONG PHÚ
方法,ほうほう,"method, means, technique",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,isN8<2KrA#,houhou,PHƯƠNG PHÁP
方々,ほうぼう,"here and there, everywhere",JLPT JLPT_2 JLPT_3,wl^OUsh)0d,houbou,PHƯƠNG
訪問,ほうもん,"call, visit",JLPT JLPT_2 JLPT_3,hsC[X6BGUF,houmon,PHÓNG VẤN
吠える,ほえる,"to bark, to howl",JLPT JLPT_2 JLPT_3,r$WR%olfa6,hoeru,PHỆ
ボーイ,ボーイ,porter; boy,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6,Im8]7VT7{#,booi,
ボート,ボート,rowing boat,JLPT JLPT_2 JLPT_3,xMp/lL<RR-,booto,
ホーム,ホーム,platform; home,JLPT JLPT_2 JLPT_3,EyGV_xL&38,hoomu,
ボール,ボール,ball; bowl,JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki,CO}gO)BA1a,booru,
他,ほか,other (esp. places and things),JLPT JLPT_2 JLPT_3,vw>|`^Bt^u,hoka,THA
誇り,ほこり,pride,JLPT JLPT_2 JLPT_3,yj*)/<J;Jj,hokori,KHOA
埃,ほこり,dust,JLPT JLPT_2 JLPT_3,AO.~g!:dGf,hokori,AI
保証,ほしょう,"guarantee, assurance, warranty",JLPT JLPT_2 JLPT_3,oroU@#(;}/,hoshou,BẢO CHỨNG
保存,ほぞん,"preservation, conservation",JLPT JLPT_2 JLPT_3,hSWOh8}x1v,hozon,BẢO TỒN
歩道,ほどう,walkway,JLPT JLPT_2 JLPT_3,oWq+gh5t1f,hodou,BỘ ĐẠO
仏,ほとけ,Buddha,JLPT JLPT_2 JLPT_3,r;K:#?B1W_,hotoke,PHẬT
骨,ほね,bone,JLPT JLPT_2 JLPT_3,F)(n<tky^7,hone,CỐT
炎,ほのお,flame,JLPT JLPT_2 JLPT_3,td^&#ApIPe,honoo,VIÊM
頬,ほほ,cheek (of face),JLPT JLPT_2 JLPT_3,MW?sJAMVg:,hoho,GIÁP
頬,ほお,cheek (of face),JLPT JLPT_2 JLPT_3,eOL%=W-J#7,hoo,GIÁP
ほぼ,ほぼ,"almost, roughly",JLPT JLPT_2 JLPT_3,d^=kc;gm+o,hobo,
微笑む,ほほえむ,to smile,JLPT JLPT_2 JLPT_3,wVB=qNZz4J,hohoemu,VI TIẾU
堀,ほり,"moat, canal",JLPT JLPT_2 JLPT_3,FxbDaPc9#x,hori,QUẬT
濠,ほり,moat,JLPT JLPT_2 JLPT_3,tU(_Pmvb9R,hori,HÀO
本当,ほんと,"truth, reality",JLPT JLPT_2 JLPT_3,b&f5kLt[Ac,honto,BỔN ĐƯƠNG
本人,ほんにん,the person himself,JLPT JLPT_2 JLPT_3,I0[E+qY%jw,honnin,BỔN NHÂN
本物,ほんもの,genuine article,JLPT JLPT_2 JLPT_3,yGED#ay|.7,honmono,BỔN VẬT
ぼんやり,ぼんやり,"dim, faint, vague",JLPT JLPT_2 JLPT_3,Bu_{)ZzPr#,bonyari,
間,ま,"space, room, pause",JLPT JLPT_2 JLPT_3,_MKZD^wW5,ma,GIAN
まあ,まあ,well (used when making a modest or hesitant statement),JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,gK]=+G-`a3,maa,
マーケット,マーケット,market,JLPT JLPT_2 JLPT_3,"z,Yj6>]ZS]",maaketto,
マイク,マイク,mic,JLPT JLPT_2 JLPT_3,r0v`jqD@%T,maiku,
迷子,まいご,lost (stray) child,JLPT JLPT_2 JLPT_3,FT#CRKr^or,maigo,MÊ TỬ
マイナス,マイナス,minus,JLPT JLPT_2 JLPT_3,d7Qaj7)8Wq,mainasu,
任せる,まかせる,"to entrust to another, to leave to",JLPT JLPT_2 JLPT_3,L[Sv^|TveX,makaseru,NHÂM
巻く,まく,"to wind, to coil, to roll",JLPT JLPT_2 JLPT_3,bZ[[^glA1W,maku,QUYỂN
蒔く,まく,to sow (seeds),JLPT JLPT_2 JLPT_3,H=Zk$-##fv,maku,
撒く,まく,"to scatter, to sprinkle, to sow",JLPT JLPT_2 JLPT_3,elIwgF9#tO,maku,TÁT
幕,まく,"curtain, act (in play)",JLPT JLPT_2 JLPT_3,p/poyGf`R=,maku,MẠC
負け,まけ,"defeat, loss",JLPT JLPT_2 JLPT_3,Gm;-Q!$V98,make,PHỤ
孫,まご,grandchild,JLPT JLPT_2 JLPT_3,IHHk^Ab_ve,mago,TÔN
まさか,まさか,by no means,JLPT JLPT_2 JLPT_3,M*J/_!BP[F,masaka,
まさに,まさに,"correctly, surely",JLPT JLPT_2 JLPT_3,PW-SB}B+g9,masani,
混ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,r;?[!)ts`(,mazaru,HỖN
交ざる,まざる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,4K$w~U;He,mazaru,
混じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,"d#EkI,dbkR",majiru,HỖN
交じる,まじる,"to be mixed, to mingle with",JLPT JLPT_2 JLPT_3,Ek]^@FM&X:,majiru,
増す,ます,"to increase, to gain",JLPT JLPT_2 JLPT_3,igA/Wx5uJY,masu,TĂNG
貧しい,まずしい,"poor, needy",JLPT JLPT_2 JLPT_3,yhxCEWNSqv,mazushii,BẦN
マスター,マスター,"bar owner, master (e.g., arts, science)",JLPT JLPT_2 JLPT_3,wPc=w@;W9x,masutaa,
ますます,ますます,"increasingly (same as もっと), more and more",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9,tuWAGYc>]J,masumasu,
混ぜる,まぜる,"to mix, to stir",JLPT JLPT_2 JLPT_3,J@;szQ>5H7,mazeru,HỖN
交ぜる,まぜる,"to be mixed, to be blended with",JLPT JLPT_2 JLPT_3,PxviWu8b^f,mazeru,GIAO
街,まち,"town; street, road",JLPT JLPT_2 JLPT_3,HfD?AV.2#Q,machi,NHAI
間違い,まちがい,mistake,JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki,BDS-:};NM$,machigai,GIAN VI
松,まつ,pine tree,JLPT JLPT_2 JLPT_3,q{u(t.GeD(,matsu,
真っ赤,まっか,"deep red, flushed (of face)",JLPT JLPT_2 JLPT_3,NaIP;.$n/b,makka,CHÂN XÍCH
全く,まったく,"really, completely",JLPT JLPT_2 JLPT_3,N~j_lRE~H>,mattaku,TOÀN
祭,まつり,"festival, feast",JLPT JLPT_2 JLPT_3,b~w=W0;TL7,matsuri,TẾ
まとまる,まとまる,"to be collected, to be settled, to be in order",JLPT JLPT_2 JLPT_3,x(|HBhj.8,matomaru,
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",JLPT JLPT_2 JLPT_3,iFaV|KCNxw,matomeru,
学ぶ,まなぶ,to learn; to study,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8,E-![dvkug},manabu,HỌC
真似,まね,"mimicry, imitation, behavior",JLPT JLPT_2 JLPT_3,Ha/*s9C{]A,mane,CHÂN TỰ
招く,まねく,to invite,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13,rQ0-*9mHkN,maneku,CHIÊU
まぶしい,まぶしい,"dazzling, radiant",JLPT JLPT_2 JLPT_3,JQkYs:8mnj,mabushii,
柵,さく,"fence, paling",JLPT_1 JLPT JLPT_3,y#vU&Fd{*`,saku,SÁCH
裂ける,さける,"to split, to tear, to burst",JLPT_1 JLPT JLPT_3,duhUDkU~WK,sakeru,LIỆT
裁く,さばく,to judge,JLPT_1 JLPT JLPT_3,xRke1sza<m,sabaku,TÀI
酸化,さんか,oxidation,JLPT_1 JLPT JLPT_3,D1MP^#_z1B,sanka,TOAN HÓA
死,し,"death, decease",JLPT_1 JLPT JLPT_3,t06OltNZyD,shi,TỬ
資格,しかく,"qualifications, requirements, capabilities",JLPT_1 JLPT JLPT_3,wi++wC}pSU,shikaku,TƯ CÁCH
視覚,しかく,"sense of sight, vision",JLPT_1 JLPT JLPT_3,E=/?Opn_[&,shikaku,THỊ GIÁC
指揮,しき,"command, direction",JLPT_1 JLPT JLPT_3,I~OJZxTkqT,shiki,CHỈ HUY
磁気,じき,magnetism,JLPT_1 JLPT JLPT_3,"c,aD*!!MOk",jiki,TỪ KHÍ
磁器,じき,"porcelain, china",JLPT_1 JLPT JLPT_3,Q82E>*!xNX,jiki,TỪ KHÍ
自己,じこ,"self, oneself",JLPT_1 JLPT JLPT_3,:az?1DOih,jiko,TỰ KỈ
字体,じたい,"font, lettering",JLPT_1 JLPT JLPT_3,jz(I1Q*KVQ,jitai,TỰ THỂ
辞退,じたい,refusal,JLPT_1 JLPT JLPT_3,s^yuvY0jMN,jitai,TỪ THỐI
視点,してん,"opinion, point of view, visual point",JLPT_1 JLPT JLPT_3,"fg,X`JJ|Co",shiten,THỊ ĐIỂM
脂肪,しぼう,"fat, grease",JLPT_1 JLPT JLPT_3,z48jHbiC_$,shibou,CHI PHƯƠNG
志望,しぼう,"wish, desire, ambition",JLPT_1 JLPT JLPT_3,r-E-GUEXsY,shibou,CHÍ VỌNG
衆,しゅう,"masses, people",JLPT_1 JLPT JLPT_3,rXpmbk8=bE,shuu,CHÚNG
住,じゅう,"dwelling, living",JLPT_1 JLPT JLPT_3,Gr~DDJR6l},juu,TRỤ
修飾,しゅうしょく,ornamentation; modification (gram),JLPT_1 JLPT JLPT_3,O}Nr9R^}M5,shuushoku,TU SỨC
私用,しよう,"personal use, private business",JLPT_1 JLPT JLPT_3,BnE{ivc`n=,shiyou,TƯ DỤNG
仕様,しよう,"way, method, specification",JLPT_1 JLPT JLPT_3,oE!*S&aFqD,shiyou,SĨ DẠNG
情,じょう,"feelings, emotion, passion",JLPT_1 JLPT JLPT_3,bl3-{=5!X[,jou,TÌNH
生涯,しょうがい,one's lifetime,JLPT_1 JLPT JLPT_3,Pie[%Re:m6,shougai,SANH NHAI
上司,じょうし,one's superior,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,u|7SjLmC*W,joushi,THƯỢNG TI
正体,しょうたい,"natural shape, one's true colors, true character",JLPT_1 JLPT JLPT_3,PK*KgnJaC,shoutai,
照明,しょうめい,illumination,JLPT_1 JLPT JLPT_3,D&z&8>sgOU,shoumei,CHIẾU MINH
女史,じょし,Ms.,JLPT_1 JLPT JLPT_3,"b7C,wG{C22",joshi,NỮ SỬ
助詞,じょし,"(gram) particle(s), postposition",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13,"MG<?XdN0,Z",joshi,TRỢ TỪ
ショック,ショック,shock,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4,Od5f@HtWc-,shokku,
進行,しんこう,advance,JLPT_1 JLPT JLPT_3,i:ZPt9q4?b,shinkou,TIẾN HÀNH
新興,しんこう,"rising, developing, emergent",JLPT_1 JLPT JLPT_3,e=XTe9$}W6,shinkou,TÂN HƯNG
振興,しんこう,"promotion, encouragement",JLPT_1 JLPT JLPT_3,w.^ogJW1(4,shinkou,CHẤN HƯNG
申告,しんこく,"report, statement",JLPT_1 JLPT JLPT_3,bpPy/Tdvi5,shinkoku,THÂN CÁO
真理,しんり,truth,JLPT_1 JLPT JLPT_3,o~g13?^$If,shinri,CHÂN LÍ
水洗,すいせん,flushing,JLPT_1 JLPT JLPT_3,uGMalIYW7L,suisen,THỦY TẨY
ストレス,ストレス,stress,JLPT_1 JLPT JLPT_3,.v(A*gC%Q,sutoresu,
擦る,する,"to rub, to chafe",JLPT_1 JLPT JLPT_3,BR[lU_Z<4K,suru,SÁT
正規,せいき,"regular, legitimate",JLPT_1 JLPT JLPT_3,qB)0/c?(Sj,seiki,CHÁNH QUY
精巧,せいこう,"elaborate, delicate, exquisite",JLPT_1 JLPT JLPT_3,O4>$NE8IPr,seikou,TINH XẢO
精算,せいさん,"exact calculation, adjustment",JLPT_1 JLPT JLPT_3,ovctUT)$>z,seisan,TINH TOÁN
成年,せいねん,"majority, adult age",JLPT_1 JLPT JLPT_3,xePq0XBgP_,seinen,THÀNH NIÊN
声明,せいめい,"declaration, statement, proclamation",JLPT_1 JLPT JLPT_3,B$[eh>:mkl,seimei,THANH MINH
姓名,せいめい,full name,JLPT_1 JLPT JLPT_3,C]0w+PhetE,seimei,TÍNH DANH
生理,せいり,"physiology, menses",JLPT_1 JLPT JLPT_3,f73PQXWx7=,seiri,SANH LÍ
節,せつ,"when, if; section; clause",JLPT_1 JLPT JLPT_3,oxQV.29qE;,setsu,TIẾT
膳,ぜん,"(small) table, tray, meal",JLPT_1 JLPT JLPT_3,p1wC]g~$`W,zen,THIỆN
禅,ぜん,Zen (Buddhism),JLPT_1 JLPT JLPT_3,iyz0<Gw>w^,zen,THIỆN
選挙,せんきょ,election,JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki,"E:w+vZ=[*,",senkyo,TUYỂN CỬ
先行,せんこう,"preceding, going first",JLPT_1 JLPT JLPT_3,H}S`T5a4|Z,senkou,TIÊN HÀNH
選考,せんこう,"selection, screening",JLPT_1 JLPT JLPT_3,f>TTKs[_O7,senkou,TUYỂN KHẢO
相,そう,"aspect, phase, countenance",JLPT_1 JLPT JLPT_3,"uspMV-,ze1",sou,TƯƠNG
沿う,そう,"to run along, to follow",JLPT_1 JLPT JLPT_3,p/frNLfSx`,sou,DUYÊN
添う,そう,"to accompany, to comply with",JLPT_1 JLPT JLPT_3,hF`[B^>-hS,sou,THIÊM
僧,そう,"monk, priest",JLPT_1 JLPT JLPT_3,yw]w|=zm=s,sou,TĂNG
像,ぞう,"statue, image",JLPT_1 JLPT JLPT_3,nI=^X@DZIN,zou,TƯỢNG
捜査,そうさ,"search (esp. in criminal investigations, investigation)",JLPT_1 JLPT JLPT_3,"uDX,}/x@{/",sousa,SƯU TRA
操縦,そうじゅう,"management, control, manipulation",JLPT_1 JLPT JLPT_3,M>/Rq`boN-,soujuu,THAO TÚNG
創造,そうぞう,creation,JLPT_1 JLPT JLPT_3,"dp,2/)bOJR",souzou,SANG TẠO
隊,たい,"party, troops",JLPT_1 JLPT JLPT_3,oOV`L+=72#,tai,ĐỘI
退学,たいがく,dropping out of school,JLPT_1 JLPT JLPT_3,A4yM&A#+4L,taigaku,THỐI HỌC
タイトル,タイトル,title,JLPT_1 JLPT JLPT_3,C>q:RF*.r8,taitoru,
ダウン,ダウン,down,JLPT_1 JLPT JLPT_3,P@qEmViSUu,daun,
高まる,たかまる,to rise; to grow; to mount (v.i.),JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14,p=9SjD]i]q,takamaru,CAO
断つ,たつ,"to sever, to cut off",JLPT_1 JLPT JLPT_3,P?^bp-(y]k,tatsu,ĐOẠN
盾,たて,shield,JLPT_1 JLPT JLPT_3,ol51jAu^|h,tate,THUẪN
例え,たとえ,example; even though,JLPT_1 JLPT JLPT_3,vD1pJmAKj2,tatoe,LỆ
チャイム,チャイム,chime,JLPT_1 JLPT JLPT_3,MQLqaV0IiT,chaimu,
挑戦,ちょうせん,"challenge, defiance",JLPT_1 JLPT JLPT_3,Fo2(&vWuR<,chousen,THIÊU CHIẾN
治療,ちりょう,medical treatment,JLPT_1 JLPT JLPT_3,yw{9Y;C!G/,chiryou,TRÌ LIỆU
対,つい,"pair, couple, set",JLPT_1 JLPT JLPT_3,C;9I#$4SFJ,tsui,ĐỐI
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),JLPT_1 JLPT JLPT_3,iNY(7WR;G%,tsugu,
継ぐ,つぐ,to succeed (someone in a business or inheritance,JLPT_1 JLPT JLPT_3,L=(nKj-342,tsugu,KẾ
摘む,つむ,"to pluck, to pick, to trim",JLPT_1 JLPT JLPT_3,F?B0wE`T~h,tsumu,
露,つゆ,dew,JLPT_1 JLPT JLPT_3,nf%]9K}w$o,tsuyu,LỘ
強まる,つよまる,"to get strong, to gain strength",JLPT_1 JLPT JLPT_3,"c,02yf|3E;",tsuyomaru,CƯỜNG
強める,つよめる,"to strengthen, to emphasize",JLPT_1 JLPT JLPT_3,r51ril#).:,tsuyomeru,CƯỜNG
データ,データ,data,JLPT_1 JLPT JLPT_3,mIV8F#]3m7,deeta,
デザイン,デザイン,design,JLPT_1 JLPT JLPT_3,L|t?~XL)K},dezain,
デザート,デザート,dessert,JLPT_1 JLPT JLPT_3,bL1L]V?.Fr,dezaato,
転校,てんこう,change schools,JLPT_1 JLPT JLPT_3,OJyP}KWKG|,tenkou,CHUYỂN GIÁO
伝言,でんごん,verbal message,JLPT_1 JLPT JLPT_3,GvqvJ@T>v!,dengon,TRUYỀN NGÔN
と,と,and,JLPT_1 JLPT JLPT_3,M:Axq>|(Kg,to,
問う,とう,"to ask, to question",JLPT_1 JLPT JLPT_3,liQ|$R<T6G,tou,VẤN
棟,とう,ridge (of roof,JLPT_1 JLPT JLPT_3,DbAa])9/F(,tou,ĐỐNG
倒産,とうさん,"(corporate) bankruptcy, insolvency",JLPT_1 JLPT JLPT_3,z@^@3D{^xO,tousan,ĐẢO SẢN
同士,どうし,"one another, companion, comrade",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9,LZ;*se^02u,doushi,ĐỒNG SĨ
同志,どうし,"same mind, comrade, kindred soul",JLPT_1 JLPT JLPT_3,hK!%#l^Nm>,doushi,ĐỒNG CHÍ
当然,とうぜん,obvious; natural,JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.15,cz-NMt}<Am,touzen,ĐƯƠNG NHIÊN
動揺,どうよう,"disturbance, flutter shock",JLPT_1 JLPT JLPT_3,A!=y9>sh0L,douyou,ĐỘNG DAO
説く,とく,"to explain, to advocate",JLPT_1 JLPT JLPT_3,oUk1CBesl;,toku,THUYẾT
綴じる,とじる,"to bind, to file",JLPT_1 JLPT JLPT_3,]ZHD4IQ@J,tojiru,CHUẾ
供,とも,"accompanying, attendant, companion, retinue",JLPT_1 JLPT JLPT_3,sml:7Y1}f0,tomo,CUNG
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary",JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.6,w_{us|Bt(V,nami,TỊNH
慣らす,ならす,to accustom,JLPT_1 JLPT JLPT_3,KYq0Q{!HJ_,narasu,QUÁN
馴らす,ならす,"to domesticate, to tame",JLPT_1 JLPT JLPT_3,OBi-;rN&v.,narasu,
